name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Bengaluru,01-01-2021,25.1,17.7,20.9,25.1,17.7,20.9,15.4,72.9,0.994,100,8.33,rain,0,0,37.8,18.4,84.7,1016.4,48.3,5.2,235.8,20.5,9,,2021-01-01T06:41:57,2021-01-01T18:04:35,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,02-01-2021,24.9,15,20.4,24.9,15,20.4,17.3,83.5,0.2,100,4.17,rain,0,0,37.4,14.8,79.8,1016.1,66.8,4.3,179.6,15.4,8,,2021-01-02T06:42:19,2021-01-02T18:05:09,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,03-01-2021,26,19,21.8,26,19,21.8,18.8,83.8,0.4,100,16.67,rain,0,0,37.8,14.8,85.5,1014.5,74.8,6,129.2,11.3,5,,2021-01-03T06:42:41,2021-01-03T18:05:43,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,04-01-2021,24,19,21.1,24,19,21.1,18.6,86.5,0.001,100,4.17,rain,0,0,39.2,14.8,88.2,1014.9,82.7,4.4,114.8,9.7,5,,2021-01-04T06:43:02,2021-01-04T18:06:17,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,05-01-2021,26.1,18,21.6,26.1,18,21.6,18.9,85.2,0.5,100,12.5,rain,0,0,33.1,14.8,86.6,1015.2,69.8,6,96,8.3,4,,2021-01-05T06:43:22,2021-01-05T18:06:51,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,06-01-2021,24.1,20,21.3,24.1,20,21.3,20.5,95.3,14.962,100,16.67,rain,0,0,33.1,14.8,92,1014.6,89.7,4.1,79.4,6.8,3,,2021-01-06T06:43:41,2021-01-06T18:07:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,07-01-2021,24.9,19,21.6,24.9,19,21.6,20.3,92.5,8.602,100,12.5,rain,0,0,36.4,11.6,93.6,1013.4,82.8,5.7,105.5,9.1,5,,2021-01-07T06:43:59,2021-01-07T18:07:59,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,08-01-2021,26,20,22.5,26,20,22.5,20.3,87.8,0.9,100,20.83,rain,0,0,29.2,14.4,111.4,1013.2,67.8,5.8,147,12.5,5,,2021-01-08T06:44:16,2021-01-08T18:08:33,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,09-01-2021,24.9,20,21.8,24.9,20,21.8,19.5,87.6,0.2,100,8.33,rain,0,0,29.9,14.6,96.4,1013.8,68.5,5.6,150.3,13,5,,2021-01-09T06:44:32,2021-01-09T18:09:07,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,10-01-2021,27,18.9,22.1,28.1,18.9,22.2,19,83.8,0,0,0,,0,0,30.2,13,91.6,1014.4,60,6.7,153,13.4,6,,2021-01-10T06:44:47,2021-01-10T18:09:41,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,11-01-2021,25.9,19,22.2,25.9,19,22.2,19,83.3,0.7,100,16.67,rain,0,0,32.4,9.7,81.5,1015.3,85.7,6.1,124.7,10.7,7,,2021-01-11T06:45:02,2021-01-11T18:10:15,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,12-01-2021,24,18,20.7,24,18,20.7,17.2,81.6,0,0,0,,0,0,34.9,11.5,71,1015.5,76.3,5.8,113.7,9.9,5,,2021-01-12T06:45:15,2021-01-12T18:10:48,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,13-01-2021,27,16,21.4,27.4,16,21.4,16.4,76,0,0,0,,0,0,40.3,14.9,78.2,1015.2,48.7,6.6,217.3,18.8,8,,2021-01-13T06:45:27,2021-01-13T18:11:21,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,14-01-2021,25.9,16,20.5,25.9,16,20.5,17.5,84,0.1,100,4.17,rain,0,0,37.4,11.6,80.6,1015,45.1,6.1,182.5,15.8,8,,2021-01-14T06:45:38,2021-01-14T18:11:55,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,15-01-2021,26.9,17.9,21.9,27.8,17.9,22,17.9,79.8,0,0,0,,0,0,31.7,14.7,91.5,1014.7,44.4,5.6,207.6,17.9,8,,2021-01-15T06:45:48,2021-01-15T18:12:27,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,16-01-2021,28,17,21.9,28.4,17,22,17.2,77.6,0,0,0,,0,0,23.8,11.1,102.5,1013.8,47.3,5,185.5,16.1,7,,2021-01-16T06:45:58,2021-01-16T18:13:00,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,17-01-2021,28.9,17,22.3,28.9,17,22.2,15.8,71.3,0,0,0,,0,0,24.5,18,83.4,1014.6,37.9,5.7,237.9,20.6,9,,2021-01-17T06:46:06,2021-01-17T18:13:32,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,18-01-2021,27.3,14,20.9,27.1,14,20.9,14.5,70.9,0,0,0,,0,0,28.4,14.3,94.6,1015.9,12.7,6.5,257.2,22.1,9,,2021-01-18T06:46:13,2021-01-18T18:14:04,0.16,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,19-01-2021,27.9,16.9,21.5,27.6,16.9,21.5,15.6,72.7,0,0,0,,0,0,22.7,11,79.1,1015.6,31.4,5.9,250,21.6,9,,2021-01-19T06:46:18,2021-01-19T18:14:36,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,20-01-2021,28.9,15,22.2,29.4,15,22.3,16.6,73,0,0,0,,0,0,20.9,14.4,88.2,1016.1,29.3,5.3,257.4,22,9,,2021-01-20T06:46:23,2021-01-20T18:15:07,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,21-01-2021,30,16,23.3,30.1,16,23.4,17.1,71.8,0,0,0,,0,0,18,7.3,117.3,1016.3,32.4,5.9,234.9,20.4,9,,2021-01-21T06:46:27,2021-01-21T18:15:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43295099999"
Bengaluru,22-01-2021,29.9,19,23.8,29.3,19,23.8,18,73.5,0.7,100,16.67,rain,0,0,24.8,7.6,90.8,1015.5,50.5,5.4,178.5,15.4,8,,2021-01-22T06:46:29,2021-01-22T18:16:08,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,23-01-2021,28.9,18,22.7,28.3,18,22.6,16.1,70.8,0,0,0,,0,0,27.4,12.8,88.2,1015.7,36,5.7,255.9,22,9,,2021-01-23T06:46:31,2021-01-23T18:16:38,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,24-01-2021,28.9,16,21.9,27.6,16,21.8,14.2,66.5,0,0,0,,0,0,25.9,11.1,80.3,1016.5,34.7,6.1,264.6,22.9,9,,2021-01-24T06:46:31,2021-01-24T18:17:08,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,25-01-2021,28,14,21.2,27.4,14,21.1,14.2,68.9,0,0,0,,0,0,25.6,11.3,95.5,1017,28.6,6.3,266.1,22.8,9,,2021-01-25T06:46:30,2021-01-25T18:17:37,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,26-01-2021,29.3,15.8,21.5,28,15.8,21.2,11.8,62,0,0,0,,0,0,29.9,11.2,92.8,1016.2,12.4,6.6,273.4,23.6,9,,2021-01-26T06:46:28,2021-01-26T18:18:05,0.42,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,27-01-2021,28.9,15.9,21.5,28.5,15.9,21.3,12,61.2,0,0,0,,0,0,29.2,11.2,83.8,1016.4,28.5,6,267.8,23.2,9,,2021-01-27T06:46:25,2021-01-27T18:18:33,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,28-01-2021,27,14.9,20.9,26.8,14.9,20.9,13.8,67.8,0,0,0,,0,0,30.2,14.5,91.9,1016.9,23.1,5.2,266.5,23,9,,2021-01-28T06:46:21,2021-01-28T18:19:01,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,29-01-2021,28,17,22.3,28.3,17,22.3,16.2,71.9,0,0,0,,0,0,28.1,14.8,99,1017.2,41.8,5.2,261.3,22.6,9,,2021-01-29T06:46:16,2021-01-29T18:19:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,30-01-2021,29,17,22.9,28.2,17,22.8,14.9,64.3,0,0,0,,0,0,31.7,13,88.9,1016.4,34.2,5.7,241.5,20.7,9,,2021-01-30T06:46:10,2021-01-30T18:19:54,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,31-01-2021,29,16.9,22.4,28.1,16.9,22.3,14.8,67,0,0,0,,0,0,31.7,16.2,89.4,1016.8,34.9,5.1,260.3,22.5,9,,2021-01-31T06:46:03,2021-01-31T18:20:20,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,01-02-2021,29,16,22.2,28.1,16,22,13.5,63.2,0,0,0,,0,0,34.6,14.8,81.9,1018.7,24.6,5.9,270.3,23.4,9,,2021-02-01T06:45:54,2021-02-01T18:20:45,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,02-02-2021,27.9,16,21.6,27.3,16,21.6,13.9,65.2,0,0,0,,0,0,35.3,14.8,80.1,1018.8,40.5,5.6,263.7,22.8,9,,2021-02-02T06:45:45,2021-02-02T18:21:10,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,03-02-2021,27,17.9,21.7,27.4,17.9,21.7,15.2,68.8,0,0,0,,0,0,33.1,14.7,85.8,1018.1,49.3,5.8,216,18.7,9,,2021-02-03T06:45:34,2021-02-03T18:21:34,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,04-02-2021,28.9,15,21.7,27.7,15,21.5,12,58.5,0,0,0,,0,0,29.2,14.5,91.6,1017.8,22.6,5.7,271.1,23.6,9,,2021-02-04T06:45:22,2021-02-04T18:21:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,05-02-2021,29,13,21.4,27.8,13,21.2,11.6,59.2,0,0,0,,0,0,26.3,14.6,75.5,1017.2,18.4,5.8,272.7,23.6,9,,2021-02-05T06:45:10,2021-02-05T18:22:20,0.77,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,06-02-2021,29,15,21.9,28.6,15,21.6,11.2,56.4,0,0,0,,0,0,28.8,18,81.2,1016,11.8,6,274.2,23.7,9,,2021-02-06T06:44:56,2021-02-06T18:22:43,0.8,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,07-02-2021,28.9,15,21.9,27.3,15,21.6,7.4,45.3,0,0,0,,0,0,37.8,22.1,80.1,1016.6,8.3,6.6,284.2,24.6,10,,2021-02-07T06:44:41,2021-02-07T18:23:04,0.84,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,08-02-2021,28.9,15,21.8,27.6,15,21.6,9.8,49.5,0,0,0,,0,0,39.6,18.3,79.5,1017.2,7.5,6.6,282.1,24.5,10,,2021-02-08T06:44:26,2021-02-08T18:23:25,0.87,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,09-02-2021,27,15,20.9,26.8,15,20.9,12.3,59.9,0,0,0,,0,0,34.9,21.7,99.5,1016.6,17.8,6.4,281.5,24.4,10,,2021-02-09T06:44:09,2021-02-09T18:23:46,0.91,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,10-02-2021,28.9,14.9,21,27.3,14.9,20.8,7.9,51.4,0,0,0,,0,0,28.8,11.1,90.7,1014.9,15,6,291.1,25.2,10,,2021-02-10T06:43:51,2021-02-10T18:24:06,0.95,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,11-02-2021,28.9,13,20.6,27.4,13,20.4,9.7,56.3,0,0,0,,0,0,30.2,14.7,96.7,1013.2,44,6,285.2,24.5,10,,2021-02-11T06:43:32,2021-02-11T18:24:25,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
Bengaluru,12-02-2021,29,12,21.2,27.3,12,20.8,6.9,49.9,0,0,0,,0,0,26.6,14,86,1013.7,21.8,6.5,292.2,25.3,10,,2021-02-12T06:43:13,2021-02-12T18:24:44,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBG,VOBL"
Bengaluru,13-02-2021,29.9,14.9,21.4,28.2,14.9,21.1,8.7,55.1,0,0,0,,0,0,24.8,11.9,100.5,1015.9,19.8,5.9,290,25,10,,2021-02-13T06:42:52,2021-02-13T18:25:02,0.05,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,14-02-2021,29.9,15,22.4,28.4,15,22.1,11.2,54.7,0,0,0,,0,0,22.3,12.7,73.1,1016.7,10.8,6.4,286,24.6,10,,2021-02-14T06:42:31,2021-02-14T18:25:19,0.08,Clear,Clear conditions throughout the day.,clear-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,15-02-2021,30.9,17,23.7,29.3,17,23.3,11.5,52.3,0,0,0,,0,0,27,11.2,67,1015.9,10.6,6.4,280.2,24.2,10,,2021-02-15T06:42:08,2021-02-15T18:25:36,0.11,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,16-02-2021,31,17,23.6,31,17,23.3,12.6,55.9,0,0,0,,0,0,29.9,11.2,89.5,1015.3,12.9,6.3,267.5,23.1,10,,2021-02-16T06:41:45,2021-02-16T18:25:53,0.14,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,17-02-2021,30,17,23.5,28.7,17,23.2,11.8,52.4,0,0,0,,0,0,166.7,16.4,89,1014.8,20.5,6.8,253,21.9,9,,2021-02-17T06:41:21,2021-02-17T18:26:08,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,18-02-2021,28.9,18,22.7,28.3,18,22.6,14.7,63.4,0,0,0,,0,0,32.4,18.4,98.9,1015.7,38.2,6.3,256.4,22.2,9,,2021-02-18T06:40:56,2021-02-18T18:26:24,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,19-02-2021,28,18,21.8,27.8,18,21.8,15.8,71.4,0.3,100,8.33,rain,0,0,27.7,22.2,66.2,1015.9,63,5.6,248.6,21.5,9,,2021-02-19T06:40:30,2021-02-19T18:26:38,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
Bengaluru,20-02-2021,26.9,17,20.6,27.2,17,20.6,16.1,77.8,4.7,100,66.67,rain,0,0,42.5,18.4,64,1014.7,69.6,6.3,187.8,16.1,9,,2021-02-20T06:40:04,2021-02-20T18:26:52,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,VOBL,remote,43295099999"
Bengaluru,21-02-2021,25.9,18,20.9,25.9,18,20.9,18.2,85.2,5.3,100,8.33,rain,0,0,50,24.1,86.9,1015.4,70.6,5.9,170.1,14.8,7,,2021-02-21T06:39:37,2021-02-21T18:27:06,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,VOBL,43295099999"
Bengaluru,22-02-2021,28,18,22.6,29.1,18,22.7,17.5,74.9,0.1,100,4.17,rain,0,0,31.3,18.4,91.9,1017.7,58.8,6.7,193.8,16.7,7,,2021-02-22T06:39:09,2021-02-22T18:27:19,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,23-02-2021,30.3,17.9,24.1,31.7,17.9,24,15.7,63.9,0,0,0,,0,0,29.9,11.1,82,1016.3,32.8,6.3,260.2,22.5,9,,2021-02-23T06:38:40,2021-02-23T18:27:31,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,24-02-2021,30.9,17.9,24,32,17.9,23.9,14.3,60.2,0,0,0,,0,0,25.9,18,88.9,1015.5,15.2,6.1,276.3,23.9,10,,2021-02-24T06:38:10,2021-02-24T18:27:43,0.4,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,25-02-2021,32,18,25,31.7,18,24.5,11.8,49.5,0,0,0,,0,0,24.5,11.2,63.6,1015.5,10.1,6.5,284.8,24.7,10,,2021-02-25T06:37:40,2021-02-25T18:27:55,0.43,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,26-02-2021,32.9,18,25.7,31.8,18,25.2,12.2,47.9,0,0,0,,0,0,26.3,13,62.1,1014.1,10.4,6.6,287.9,24.9,10,,2021-02-26T06:37:09,2021-02-26T18:28:06,0.47,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
Bengaluru,27-02-2021,32.7,18,25.8,33.6,18,25.4,12.5,48.7,0,0,0,,0,0,21.6,7.6,98.7,1013.4,18.9,6.4,289,24.9,10,,2021-02-27T06:36:38,2021-02-27T18:28:16,0.5,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,28-02-2021,33,19.8,26,32.1,19.8,25.4,10.3,42.1,0,0,0,,0,0,33.8,18.4,96.3,1013.9,14.2,6.6,296.7,25.7,10,,2021-02-28T06:36:06,2021-02-28T18:28:26,0.53,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,01-03-2021,32,17,25.1,30,17,24.3,7.4,38.3,0,0,0,,0,0,30.6,11.5,86.2,1016.6,8,6.5,301.2,25.9,10,,2021-03-01T06:35:33,2021-03-01T18:28:36,0.57,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,02-03-2021,31.9,17,25,29.8,17,24.4,8.9,39.8,0,0,0,,0,0,39.6,15,78.9,1017,21.9,6.6,270.2,23.3,10,,2021-03-02T06:34:59,2021-03-02T18:28:45,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,03-03-2021,31.3,17.9,24.6,29.5,17.9,23.9,8.3,40.3,0,0,0,,0,0,43.6,25.9,87,1015.9,13.1,6.8,301.5,26,10,,2021-03-03T06:34:26,2021-03-03T18:28:54,0.64,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,04-03-2021,31.6,16,23.9,29.5,16,23.3,6.5,38.3,0,0,0,,0,0,41.8,18.9,87.3,1015.8,3.7,7,308.6,26.6,10,,2021-03-04T06:33:51,2021-03-04T18:29:02,0.67,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,05-03-2021,31.6,15.9,23.7,29.6,15.9,23.2,9,45.6,0,0,0,,0,0,25.9,7.8,105,1016.7,8.6,7.2,309.7,26.5,10,,2021-03-05T06:33:16,2021-03-05T18:29:10,0.71,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,06-03-2021,34.3,17.9,25.3,32.1,17.9,24.6,9.9,44.9,0,0,0,,0,0,28.1,9.4,68.8,1016.8,5,7.1,305.5,26.5,10,,2021-03-06T06:32:41,2021-03-06T18:29:18,0.75,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,07-03-2021,33.8,18,25.9,32,18,25.2,10.1,42.5,0,0,0,,0,0,27.7,11.3,83.1,1015.9,1.7,7.1,307.3,26.5,10,,2021-03-07T06:32:05,2021-03-07T18:29:25,0.78,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,08-03-2021,31.9,18.9,25.6,30,18.9,25,9.9,41.7,0,0,0,,0,0,30.2,15.2,104.4,1016.1,1.7,7.4,309.4,26.6,10,,2021-03-08T06:31:29,2021-03-08T18:29:32,0.82,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
Bengaluru,09-03-2021,32.1,17.9,24.7,30.3,17.9,24.2,12.7,52.8,0,0,0,,0,0,29.9,16.6,105.5,1016.6,30.6,6.2,311.3,27,10,,2021-03-09T06:30:52,2021-03-09T18:29:39,0.85,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,10-03-2021,32.1,18.9,25.7,31,18.9,25.3,14.6,55.4,0,0,0,,0,0,31.3,14.8,104.6,1016.5,34.2,6.6,300.3,25.8,10,,2021-03-10T06:30:15,2021-03-10T18:29:45,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,11-03-2021,32,20.9,25.8,30.5,20.9,25.5,15.1,57.1,0,0,0,,0,0,31.3,14.8,110.7,1016.5,33.8,6.9,285.5,24.7,10,,2021-03-11T06:29:38,2021-03-11T18:29:51,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,12-03-2021,32.1,18.9,25.3,30.6,18.9,24.8,10.3,45.7,0,0,0,,0,0,28.1,14.8,104.8,1017.4,30.1,6.8,309.4,26.6,10,,2021-03-12T06:29:00,2021-03-12T18:29:57,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,13-03-2021,31.9,16.9,25,29.8,16.9,24.3,10.1,44.8,0,0,0,,0,0,31.7,11.5,113.6,1016.9,13.4,7.2,311.3,26.8,10,,2021-03-13T06:28:22,2021-03-13T18:30:02,0,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,14-03-2021,32.9,17,25.4,32.1,17,24.8,11.2,46.8,0,0,0,,0,0,34.9,15,99.6,1015.7,5.8,6.6,312.8,27,10,,2021-03-14T06:27:44,2021-03-14T18:30:07,0.03,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,15-03-2021,32.3,18,25.7,30.8,18,25.1,11,43.5,0,0,0,,0,0,29.9,18,105.3,1015.2,13.9,6.8,311.3,26.9,10,,2021-03-15T06:27:05,2021-03-15T18:30:12,0.06,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,16-03-2021,32.9,19,26.5,32.6,19,25.8,11.3,43.9,0,0,0,,0,0,31.3,14.5,88.9,1015,16.5,6.8,306.3,26.4,10,,2021-03-16T06:26:26,2021-03-16T18:30:17,0.09,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,17-03-2021,32.9,19,26.1,30.6,19,25.3,11.4,47.7,0,0,0,,0,0,31,18.2,102,1014.4,19.1,6.9,310.5,26.9,10,,2021-03-17T06:25:47,2021-03-17T18:30:22,0.13,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,18-03-2021,32.9,19,26,30.9,19,25.2,11.4,48,0,0,0,,0,0,35.6,15.2,83.5,1014.7,22.7,6.5,303.8,26.3,10,,2021-03-18T06:25:08,2021-03-18T18:30:26,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
