name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Bengaluru,15-09-2021,28.9,21,24.3,30.2,21,24.8,20,77.9,3.975,100,4.17,rain,0,0,37.8,24,249.5,1011.5,57.5,7,204.3,17.7,7,,2021-09-15T06:08:42,2021-09-15T18:20:56,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,16-09-2021,30,21,24.8,31.2,21,25.3,20.1,76.4,0,0,0,,0,0,34.6,20.5,255,1011.7,55.4,6.4,204.6,17.7,7,,2021-09-16T06:08:42,2021-09-16T18:20:13,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,17-09-2021,30.9,21,25.8,31.3,21,26.2,19.4,70.3,0.994,100,4.17,rain,0,0,29.9,22.2,261.5,1011.2,55.3,6.8,277,24,9,,2021-09-17T06:08:42,2021-09-17T18:19:30,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,18-09-2021,30.9,21,26,31.7,21,26.4,19,67,0,0,0,,0,0,22.7,11.2,272.5,1012.5,52.7,7.2,251.4,21.7,8,,2021-09-18T06:08:42,2021-09-18T18:18:47,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,19-09-2021,30.9,22.7,26.3,32.3,22.7,27.1,20,69.5,11.949,100,4.17,rain,0,0,19.1,9.3,299.5,1013.9,64.4,6.9,246.9,21.2,9,,2021-09-19T06:08:42,2021-09-19T18:18:04,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,20-09-2021,29.9,20,23.4,33,20,23.9,21.5,89.9,62.811,100,20.83,rain,0,0,23.8,14.3,233.3,1013.2,78.7,5.4,256.1,22.1,9,,2021-09-20T06:08:42,2021-09-20T18:17:21,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,21-09-2021,29,20.8,23.5,30.7,20.8,23.7,20.6,85.4,13.916,100,12.5,rain,0,0,34.2,22,261.3,1012.5,76.9,6.3,245.2,21.3,8,,2021-09-21T06:08:43,2021-09-21T18:16:39,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,22-09-2021,29.9,21,24.2,31.7,21,24.6,20.5,81.1,0.001,100,4.17,rain,0,0,38.2,17.7,274.4,1010.9,73.2,6.5,164.9,14.2,6,,2021-09-22T06:08:43,2021-09-22T18:15:56,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,23-09-2021,27.8,20,23.7,29.1,20,23.9,19.8,79.3,1.9,100,29.17,rain,0,0,36,23.1,268.6,1011,69.2,6.6,185.7,16,7,,2021-09-23T06:08:43,2021-09-23T18:15:13,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,24-09-2021,27.9,21,24.3,29.5,21,24.8,19.9,77,0.298,100,4.17,rain,0,0,30.6,18,275.8,1011.8,57.7,7,192.9,16.7,8,,2021-09-24T06:08:44,2021-09-24T18:14:31,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,25-09-2021,29,21,24.6,35.8,21,25.2,20.9,80.8,7.374,100,12.5,rain,0,0,31.7,27.1,267,1011.5,71.2,6.6,200.6,17.4,7,,2021-09-25T06:08:44,2021-09-25T18:13:48,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,26-09-2021,27.9,20.7,23.3,29.1,20.7,23.4,20.6,85.8,5.025,100,8.33,rain,0,0,36.7,21.9,275.5,1009.5,70.8,6.8,166.5,14.4,6,,2021-09-26T06:08:45,2021-09-26T18:13:06,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,27-09-2021,27.9,20.4,23.2,29.5,20.4,23.4,19.9,82.6,10.354,100,16.67,rain,0,0,42.8,25.9,265.1,1008.4,75.2,6.6,146.8,12.6,6,,2021-09-27T06:08:46,2021-09-27T18:12:24,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,28-09-2021,26.2,20,22.6,26.2,20,22.6,19.6,83.5,8.944,100,8.33,rain,0,0,47.5,31.4,249.7,1010.3,76,5.8,179.8,15.6,6,,2021-09-28T06:08:47,2021-09-28T18:11:42,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,29-09-2021,29.9,19,23.9,30.7,19,24.1,19.2,77,0.2,100,8.33,rain,0,0,38.5,33.1,258.9,1012.1,59.2,7,192.6,16.6,7,,2021-09-29T06:08:49,2021-09-29T18:11:01,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,30-09-2021,28.9,20,24.2,30.6,20,24.5,20,78.6,0.5,100,12.5,rain,0,0,20.5,14.8,269.2,1013.3,59.7,6.9,193.2,16.8,8,,2021-09-30T06:08:50,2021-09-30T18:10:20,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,01-10-2021,29.8,21,24.5,32.5,21,25,21.2,83,0.895,100,8.33,rain,0,0,29.9,11.4,26.7,1012.7,67.7,6.5,191.1,16.5,8,,2021-10-01T06:08:52,2021-10-01T18:09:39,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,02-10-2021,29,21,23.8,31.3,21,24.1,21.1,85.3,0.004,100,4.17,rain,0,0,29.5,11.1,83.6,1012.3,65,5.5,206.4,17.8,8,,2021-10-02T06:08:54,2021-10-02T18:08:58,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,03-10-2021,28.9,20.8,24.1,30.7,20.8,24.5,21.3,85.5,62.975,100,8.33,rain,0,0,28.1,14.6,106.9,1012.1,67.6,5.9,180.9,15.6,7,,2021-10-03T06:08:57,2021-10-03T18:08:18,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,04-10-2021,29.9,20.9,24.7,31.9,20.9,25.3,20.8,80.5,1.1,100,33.33,rain,0,0,30.6,22.1,78.5,1011.6,67.5,6.4,232.7,20.1,8,,2021-10-04T06:08:59,2021-10-04T18:07:38,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,05-10-2021,27.9,21,23.8,29.5,21,24.2,20.6,83.3,0.6,100,4.17,rain,0,0,26.3,11.4,48.6,1011.3,74.8,6,167.7,14.4,7,,2021-10-05T06:09:02,2021-10-05T18:06:58,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,06-10-2021,26.9,20,22.7,29.1,20,22.9,21,90.6,24.394,100,12.5,rain,0,0,26.3,9.4,265.8,1010.1,84.1,5,38,3.1,2,,2021-10-06T06:09:06,2021-10-06T18:06:19,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,07-10-2021,29.9,21,25.1,32,21,25.8,20.8,78.8,0.5,100,8.33,rain,0,0,27.4,17.9,230.2,1010.5,59.4,6.8,177.8,15.3,6,,2021-10-07T06:09:09,2021-10-07T18:05:40,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,08-10-2021,27.8,21,23.4,29.9,21,23.6,21.5,89.3,13.925,100,20.83,rain,0,0,30.2,28.6,257.8,1011.8,84.1,5.8,200.4,17.4,7,,2021-10-08T06:09:13,2021-10-08T18:05:02,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,09-10-2021,24.8,21,22.4,24.8,21,22.4,21.1,92.8,13.914,100,8.33,rain,0,0,29.5,20.3,267.5,1013.4,75.7,5.4,120.7,10.4,5,,2021-10-09T06:09:18,2021-10-09T18:04:24,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,10-10-2021,28,21,23.1,29.7,21,23.2,21,88.9,12.987,100,16.67,rain,0,0,31.3,14.8,269.8,1012.8,73.1,6.4,192.5,16.4,7,,2021-10-10T06:09:23,2021-10-10T18:03:47,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,11-10-2021,27.9,20.9,23.2,30,20.9,23.3,21.3,89.7,28.917,100,12.5,rain,0,0,29.2,27,270.4,1011.3,79.6,5.1,168.5,14.4,7,,2021-10-11T06:09:28,2021-10-11T18:03:10,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,12-10-2021,27.9,20,22.4,29.5,20,22.6,20.8,91.1,18.95,100,25,rain,0,0,23.4,32.9,262.6,1011,82.2,6,137.8,11.8,8,,2021-10-12T06:09:34,2021-10-12T18:02:34,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,13-10-2021,27.8,19.9,22.9,29.4,19.9,23.1,20.5,87.3,24.968,100,8.33,rain,0,0,32.8,25.6,260.8,1010.8,78.2,6.1,83.7,7.3,5,,2021-10-13T06:09:40,2021-10-13T18:01:58,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,14-10-2021,27.9,20.8,24.2,30,20.8,24.8,21,83.2,4.4,100,54.17,rain,0,0,23,11.2,265.6,1010,66.7,6.4,141.2,12.1,4,,2021-10-14T06:09:46,2021-10-14T18:01:23,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,15-10-2021,28.9,21,23.8,31.2,21,24.2,21.5,87.7,54.265,100,16.67,rain,0,0,17.3,10.9,219.3,1007.8,89.5,4.6,173.4,14.9,8,,2021-10-15T06:09:53,2021-10-15T18:00:49,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,16-10-2021,29.9,21.2,24.4,32.3,21.2,24.9,21.6,85.7,5.965,100,12.5,rain,0,0,18,5.5,58.2,1007.2,77.4,3.9,195.2,16.8,8,,2021-10-16T06:10:01,2021-10-16T18:00:15,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,17-10-2021,26,20,22.9,26,20,22.9,21.1,90.2,0.596,100,4.17,rain,0,0,25.9,17.8,254.2,1009.4,85.9,4.4,125.7,11,4,,2021-10-17T06:10:09,2021-10-17T17:59:42,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,18-10-2021,28,20,23.2,30,20,23.4,20.9,87.9,14.905,100,4.17,rain,0,0,36,22.1,277.4,1012.2,74.6,4.9,182.8,15.6,7,,2021-10-18T06:10:17,2021-10-18T17:59:09,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,19-10-2021,28.9,20.7,24.4,30.6,20.7,24.7,20.5,80.2,0.12,100,4.17,rain,0,0,26.6,14.7,293.4,1014.5,72.4,5.3,242.1,20.9,9,,2021-10-19T06:10:26,2021-10-19T17:58:38,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,20-10-2021,28.9,21.9,24.8,30.8,21.9,25.3,20.4,77.8,0.2,100,8.33,rain,0,0,20.9,12.9,42.4,1016,78.3,5.4,192.4,16.7,8,,2021-10-20T06:10:36,2021-10-20T17:58:07,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,21-10-2021,29,20,24.7,30.7,20,25.1,20.6,79.6,8.1,100,45.83,rain,0,0,22,11.3,92.2,1016.2,51.5,6.2,204.3,17.6,8,,2021-10-21T06:10:46,2021-10-21T17:57:36,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,22-10-2021,30,20,24.9,32.3,20,25.5,20.7,79.3,16.197,100,8.33,rain,0,0,23.4,14.4,106.1,1016.4,65,5.8,208.2,17.9,8,,2021-10-22T06:10:56,2021-10-22T17:57:07,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,23-10-2021,29.9,20,24.2,31.7,20,24.7,20.7,82.5,0.222,100,12.5,rain,0,0,23.4,18,124.7,1016.7,78.1,5.3,188.7,16.4,7,,2021-10-23T06:11:08,2021-10-23T17:56:38,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,24-10-2021,29.9,19.4,24.2,31.2,19.4,24.7,19.8,78.8,41.981,100,8.33,rain,0,0,19.8,14.8,306,1016.6,66.4,7,173.1,14.9,7,,2021-10-24T06:11:20,2021-10-24T17:56:11,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,25-10-2021,28.9,21,24.1,30.1,21,24.5,19.6,77.3,0.9,100,25,rain,0,0,27.7,14.8,61.6,1015.3,60.6,5.7,183.1,15.9,7,,2021-10-25T06:11:32,2021-10-25T17:55:44,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,26-10-2021,27.9,20,23.5,28.8,20,23.7,19.1,77.7,0.5,100,16.67,rain,0,0,24.8,11.3,58.9,1014.3,62.5,5.8,184,15.9,7,,2021-10-26T06:11:45,2021-10-26T17:55:18,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,27-10-2021,26.9,19,23,28.4,19,23.1,18.5,76.8,0,0,0,,0,0,29.9,22.1,57.6,1014.6,47.2,4.8,187.9,16.3,8,,2021-10-27T06:11:59,2021-10-27T17:54:52,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,28-10-2021,27.3,18,22.7,28.1,18,22.9,17.9,75.3,1.1,100,12.5,rain,0,0,27.7,11.2,35.7,1014.8,42.2,4.9,209.1,18,9,,2021-10-28T06:12:13,2021-10-28T17:54:28,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,29-10-2021,25.8,19.9,22.5,25.8,19.9,22.5,20.2,87.5,0.8,100,4.17,rain,0,0,36.4,11.1,64,1015.4,73.9,4.5,151.6,13.1,7,,2021-10-29T06:12:28,2021-10-29T17:54:05,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,30-10-2021,28.9,20,23.5,30.6,20,23.8,20.6,85,0.299,100,8.33,rain,0,0,36.4,18.4,84.7,1016.3,71.2,6.5,155.8,13.5,6,,2021-10-30T06:12:43,2021-10-30T17:53:42,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,31-10-2021,26.8,20,23,28.5,20,23,20.3,86,0.218,100,8.33,rain,0,0,29.9,13.1,67.1,1016,71.6,5.8,172.6,14.9,7,,2021-10-31T06:12:59,2021-10-31T17:53:21,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,01-11-2021,26.8,20.9,22.8,28.1,20.9,22.9,20.7,88.3,1.994,100,4.17,rain,0,0,32,18.2,73.3,1014.9,76.1,5.8,94.1,8.2,3,,2021-11-01T06:13:16,2021-11-01T17:53:00,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,02-11-2021,26.8,20,22.2,28.3,20,22.3,19.9,87.8,1,100,25,rain,0,0,44.3,20.5,89.3,1014.6,82.7,5.3,142.9,12.3,7,,2021-11-02T06:13:33,2021-11-02T17:52:41,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,03-11-2021,25.9,20,22.2,25.9,20,22.2,19.8,87,4.1,100,50,rain,0,0,32.8,18.2,87.3,1014.8,73.9,5.6,68.4,5.8,3,,2021-11-03T06:13:51,2021-11-03T17:52:22,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,04-11-2021,28.9,20,23.1,30.2,20,23.3,19.9,83.9,46.867,100,8.33,rain,0,0,24.8,14.7,86.8,1014.3,78.5,6.4,140.3,11.8,6,,2021-11-04T06:14:10,2021-11-04T17:52:05,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,05-11-2021,24.1,20,21.7,24.1,20,21.7,20.2,91.6,20.938,100,16.67,rain,0,0,19.1,10.8,68.1,1014.3,90.2,5.3,122.2,10.6,5,,2021-11-05T06:14:29,2021-11-05T17:51:48,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,06-11-2021,27.9,20,23.1,29.1,20,23.3,19.4,81,1.4,100,25,rain,0,0,55.4,14.8,50,1013.1,55.6,6.6,202.3,17.5,7,,2021-11-06T06:14:49,2021-11-06T17:51:33,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,07-11-2021,23.9,19.7,21.6,23.9,19.7,21.6,19.4,87.6,0.2,100,4.17,rain,0,0,26.6,12.9,41.1,1013.3,88.7,4.8,81.8,7.3,3,,2021-11-07T06:15:10,2021-11-07T17:51:19,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,08-11-2021,23.9,19.9,20.9,23.9,19.9,20.9,19.8,93.5,0.202,100,8.33,rain,0,0,28.4,9.4,56.4,1014.3,100,3,74.9,6.3,3,,2021-11-08T06:15:31,2021-11-08T17:51:05,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,09-11-2021,27.8,18,21.5,28.6,18,21.6,17.2,78.2,1.9,100,29.17,rain,0,0,25.9,11.5,35.4,1014.4,82.3,5,94.9,8.1,4,,2021-11-09T06:15:53,2021-11-09T17:50:53,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,10-11-2021,23.9,19,21.1,23.9,19,21.1,17.1,78.5,3.7,100,29.17,rain,0,0,24.5,14.3,14,1013.6,93.5,4.5,111.6,9.7,6,,2021-11-10T06:16:15,2021-11-10T17:50:42,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,11-11-2021,20,17.4,18.8,20,17.4,18.8,18,95.1,18.774,100,29.17,rain,0,0,40.3,24,349.1,1010.4,97.2,3,38.5,3.4,2,,2021-11-11T06:16:39,2021-11-11T17:50:32,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,12-11-2021,21.1,18,19.9,21.1,18,19.9,19.5,97.8,5.019,100,16.67,rain,0,0,40.3,11.2,336.2,1010,99,3,43.9,3.8,2,,2021-11-12T06:17:02,2021-11-12T17:50:24,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,13-11-2021,24.9,20,21.8,24.9,20,21.8,20.3,91.6,8.943,100,8.33,rain,0,0,18,11,90.6,1011.7,93.3,3.4,52.9,4.5,2,,2021-11-13T06:17:26,2021-11-13T17:50:16,0.29,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,14-11-2021,25.9,20.9,22.6,25.9,20.9,22.6,21,91.4,5.571,100,16.67,rain,0,0,28.1,9.4,208.1,1012,87.3,4.6,125.2,10.8,5,,2021-11-14T06:17:51,2021-11-14T17:50:09,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,15-11-2021,26.1,20,22.6,26.1,20,22.6,20.7,89.6,51.722,100,12.5,rain,0,0,16.6,10.9,186.4,1011.1,79.7,5,109.5,9.5,4,,2021-11-15T06:18:17,2021-11-15T17:50:04,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,16-11-2021,26.9,20.7,22.7,28.7,20.7,22.8,20.9,90.2,2.284,100,12.5,rain,0,0,26.6,18.3,126.4,1011.3,77.2,4.3,80.2,6.9,3,,2021-11-16T06:18:43,2021-11-16T17:50:00,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,17-11-2021,26.9,19,22.5,28.3,19,22.6,20.1,87.5,5.564,100,8.33,rain,0,0,25.9,18.1,102.5,1013.4,81.5,5.8,131.9,11.3,6,,2021-11-17T06:19:09,2021-11-17T17:49:56,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,18-11-2021,22,20.2,21,22,20.2,21,20.5,96.8,62.741,100,25,rain,0,0,32.8,11.1,349.1,1011.6,95.5,4,42.6,3.7,2,,2021-11-18T06:19:37,2021-11-18T17:49:54,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,19-11-2021,22.1,20,21,22.1,20,21,20.5,97,13.378,100,20.83,rain,0,0,36,14.4,327.7,1007.9,95.3,4,35.9,3,1,,2021-11-19T06:20:04,2021-11-19T17:49:54,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,20-11-2021,24,20.7,21.9,24,20.7,21.9,20.6,92.6,0.597,100,8.33,rain,0,0,32,22.1,238.9,1009.7,88.7,4.8,70.7,6,3,,2021-11-20T06:20:32,2021-11-20T17:49:54,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,21-11-2021,27.9,20,22.7,28.8,20,22.9,20.1,86.3,3.975,100,4.17,rain,0,0,20.2,9.4,227.4,1013.2,78.4,5.4,159.9,13.8,6,,2021-11-21T06:21:01,2021-11-21T17:49:55,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,22-11-2021,26,20,23.1,26,20,23.1,20.4,85.3,4.8,100,33.33,rain,0,0,25.9,11.4,74.4,1014.8,65.3,5.3,144.3,12.5,6,,2021-11-22T06:21:30,2021-11-22T17:49:58,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,23-11-2021,28.9,20,23.8,30.1,20,24.1,20.1,81.3,0.4,100,16.67,rain,0,0,29.2,14.8,83,1014.3,58.9,7.2,198.9,17.3,8,,2021-11-23T06:22:00,2021-11-23T17:50:01,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,24-11-2021,26.9,20.1,23.2,27.9,20.1,23.4,19.9,83.1,10.931,100,4.17,rain,0,0,33.5,22.1,87.7,1014.5,55.9,6.2,192.9,16.7,7,,2021-11-24T06:22:30,2021-11-24T17:50:06,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
Bengaluru,25-11-2021,28.9,19,22.8,29.7,19,22.9,18.7,79.5,0,0,0,,0,0,45,22.1,51.1,1014.8,62.8,5,168.7,14.6,8,,2021-11-25T06:23:00,2021-11-25T17:50:12,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
